merchant_group,merchant_name,cc_type,cc_code,cc_type_id,cc_code_id,stratify_col
Legal,"Martin, Boyer and Noble ygn",Wire_FFW,39013,12,21,Wire_FFW_39013
Construction,"Franklin, Rogers and Hall ukn",Auto_RSY,37873,5,18,Auto_RSY_37873
Retail,Garza Inc nbn,Auto_LVC,38735,4,19,Auto_LVC_38735
Legal,Vaughan-Turner fdc,Auto_RSY,39331,5,23,Auto_RSY_39331
Finance,Myers Ltd enl,POS_DVH,34062,8,9,POS_DVH_34062
Retail,"Hill, Edwards and Olson isr",Wire_NMT,37153,13,16,Wire_NMT_37153
Finance,"Miller, White and Bradley yfv",Auto_LVC,40913,4,25,Auto_LVC_40913
Legal,Lambert-Williams jkh,Wire_NMT,37153,13,16,Wire_NMT_37153
Construction,Ramirez Inc mnh,Auto_RSY,32772,5,2,Auto_RSY_32772
Energy,Cook Group kpw,POS_DVH,36575,8,14,POS_DVH_36575
Finance,Miller Inc ivu,ACH_UTR,32404,2,0,ACH_UTR_32404
Finance,Mccarthy Group rhd,Wire_FFW,37094,12,15,Wire_FFW_37094
Manufacturing,"Hernandez, Bowers and David wcf",ACH_SMW,33319,1,7,ACH_SMW_33319
Real Estate,"Brady, Castillo and West cva",Auto_RSY,33145,5,5,Auto_RSY_33145
Energy,Wood-Hill cad,Auto_RSY,39331,5,23,Auto_RSY_39331
Legal,Wright Ltd mok,Fee_CHW,39116,6,22,Fee_CHW_39116
Energy,Cook Group kpw,POS_DVH,36575,8,14,POS_DVH_36575
Real Estate,"Castro, Murphy and Levy zhh",Fee_CHW,39116,6,22,Fee_CHW_39116
Legal,"Saunders, Parks and Rhodes hjw",Auto_BZE,34965,3,10,Auto_BZE_34965
Education,"Pollard, Cruz and Cruz pks",POS_DVH,36575,8,14,POS_DVH_36575
Construction,Figueroa-Steele enx,Transfer_CNP,37153,9,16,Transfer_CNP_37153
Legal,Garcia-Barron rlg,Auto_RSY,33145,5,5,Auto_RSY_33145
Finance,Valentine Ltd rtm,Auto_RSY,33145,5,5,Auto_RSY_33145
Legal,Wells Group xlb,ACH_HNZ,32870,0,3,ACH_HNZ_32870
Energy,Hernandez-Best ytk,Wire_CHB,32496,11,1,Wire_CHB_32496
Construction,"Skinner, Kirby and Williams wcg",Auto_LVC,40913,4,25,Auto_LVC_40913
Energy,Flores PLC dly,POS_DVH,36575,8,14,POS_DVH_36575
Media,Gomez Group zhr,ACH_SMW,33319,1,7,ACH_SMW_33319
Media,"Browning, Nelson and Cook pia",Auto_RSY,33145,5,5,Auto_RSY_33145
Real Estate,Perry Group hpm,Transfer_CNP,37153,9,16,Transfer_CNP_37153
Legal,Wells Group xlb,ACH_HNZ,32870,0,3,ACH_HNZ_32870
Telecom,"Moss, Smith and Austin evj",Auto_BZE,34965,3,10,Auto_BZE_34965
Real Estate,"Castro, Murphy and Levy zhh",Fee_CHW,39116,6,22,Fee_CHW_39116
Retail,"Harrington, Williams and Garner fjn",POS_DVH,34062,8,9,POS_DVH_34062
Manufacturing,Whitney Inc gzd,Wire_FFW,35743,12,13,Wire_FFW_35743
Media,Pacheco-Oneal lgx,Fee_LDP,35634,7,12,Fee_LDP_35634
Construction,Miller-Newton njt,ACH_HNZ,32870,0,3,ACH_HNZ_32870
Retail,Johnson Group nsk,Auto_RSY,39331,5,23,Auto_RSY_39331
Retail,Baker and Sons jvw,Wire_FFW,39013,12,21,Wire_FFW_39013
Retail,Riggs Ltd wcg,Auto_RSY,37873,5,18,Auto_RSY_37873
Legal,"Nielsen, Woods and Gay mna",Fee_LDP,35634,7,12,Fee_LDP_35634
Legal,Morgan-Matthews upq,ACH_SMW,33319,1,7,ACH_SMW_33319
Telecom,Gonzalez-Williamson rac,ACH_SMW,33319,1,7,ACH_SMW_33319
Construction,Reed-Flowers rvf,Wire_FFW,39013,12,21,Wire_FFW_39013
Legal,"Dean, May and Gross xrl",ACH_HNZ,37644,0,17,ACH_HNZ_37644
Legal,"Hernandez, Everett and Sims ekz",Transfer_CNP,37153,9,16,Transfer_CNP_37153
Telecom,Sanders-Colon uha,ACH_UTR,32404,2,0,ACH_UTR_32404
Education,Wheeler-Hooper xpw,Auto_RSY,33731,5,8,Auto_RSY_33731
Retail,Jackson-Ross jbu,Fee_CHW,39116,6,22,Fee_CHW_39116
Retail,Lee-Pugh kha,Fee_CHW,35497,6,11,Fee_CHW_35497
Finance,Adams-Johnson jmm,Wire_FFW,39013,12,21,Wire_FFW_39013
Legal,Wright Ltd mok,Fee_CHW,39116,6,22,Fee_CHW_39116
Real Estate,"Brady, Castillo and West cva",Auto_RSY,33145,5,5,Auto_RSY_33145
Construction,Woods Group btv,Transfer_CNP,37153,9,16,Transfer_CNP_37153
Media,"Stevenson, Nichols and King eyi",ACH_HNZ,37644,0,17,ACH_HNZ_37644
Media,Griffin Group lro,Auto_RSY,32772,5,2,Auto_RSY_32772
Energy,"Jones, Murphy and Brooks ksn",Auto_RSY,33145,5,5,Auto_RSY_33145
Real Estate,Carr Group unn,Fee_CHW,35497,6,11,Fee_CHW_35497
Energy,Smith Group fph,Auto_RSY,32772,5,2,Auto_RSY_32772
Finance,Adams-Johnson jmm,Wire_FFW,39013,12,21,Wire_FFW_39013
Telecom,Perez-Freeman muv,Fee_CHW,35497,6,11,Fee_CHW_35497
Education,Castaneda-Lamb mxj,Auto_RSY,39331,5,23,Auto_RSY_39331
Legal,Nguyen-Washington xnf,Auto_RSY,37873,5,18,Auto_RSY_37873
Energy,Cook Group kpw,POS_DVH,36575,8,14,POS_DVH_36575
Manufacturing,"Davis, Jimenez and Mcfarland ksk",ACH_SMW,33256,1,6,ACH_SMW_33256
Retail,Baker and Sons jvw,Wire_FFW,39013,12,21,Wire_FFW_39013
Finance,Sanchez-Mueller eso,POS_DVH,36575,8,14,POS_DVH_36575
Retail,Byrd Group rqs,Auto_RSY,37873,5,18,Auto_RSY_37873
Media,"Perez, Pham and Jenkins taa",Fee_LDP,35634,7,12,Fee_LDP_35634
Education,Ball-Leblanc cuj,Fee_CHW,39116,6,22,Fee_CHW_39116
Education,Hodges-Bowen tjq,ACH_HNZ,32870,0,3,ACH_HNZ_32870
Telecom,"Wilson, Williams and Flynn acn",POS_DVH,39008,8,20,POS_DVH_39008
Media,"Prince, Russell and Frey loa",Wire_CHB,38735,11,19,Wire_CHB_38735
Energy,Morrison Ltd lzv,Auto_RSY,39331,5,23,Auto_RSY_39331
Finance,"Burke, Pierce and Le xhe",POS_DVH,39008,8,20,POS_DVH_39008
Real Estate,"Young, Norman and Howard vdk",Fee_LDP,35634,7,12,Fee_LDP_35634
Energy,Casey and Sons jpx,ACH_SMW,33319,1,7,ACH_SMW_33319
Retail,"Hill, Edwards and Olson isr",Wire_NMT,37153,13,16,Wire_NMT_37153
Education,Miller and Sons xua,Wire_FFW,37094,12,15,Wire_FFW_37094
Media,Lowe-Owen qen,POS_DVH,36575,8,14,POS_DVH_36575
Construction,"Irwin, Wilson and Reese skd",Auto_RSY,39331,5,23,Auto_RSY_39331
Education,"Nichols, Keller and Garcia moi",Wire_CHB,32496,11,1,Wire_CHB_32496
Finance,"Ramos, Frazier and Holland nmo",Wire_FFW,37094,12,15,Wire_FFW_37094
Media,"Adams, Martinez and Mendez mpm",ACH_SMW,33319,1,7,ACH_SMW_33319
Construction,Pennington-Dawson fgk,Auto_RSY,33731,5,8,Auto_RSY_33731
Manufacturing,Johnson Ltd asv,ACH_SMW,33256,1,6,ACH_SMW_33256
Finance,Butler-Gomez fis,Auto_RSY,33145,5,5,Auto_RSY_33145
Media,Griffith LLC iyf,ACH_HNZ,37644,0,17,ACH_HNZ_37644
Legal,"Short, Simpson and Roberts tqs",Auto_RSY,32772,5,2,Auto_RSY_32772
Manufacturing,"Mata, Martin and Warner hhe",Auto_RSY,33731,5,8,Auto_RSY_33731
Media,Brandt-Ruiz okt,ACH_HNZ,37644,0,17,ACH_HNZ_37644
Manufacturing,"Hernandez, Bowers and David wcf",ACH_SMW,33319,1,7,ACH_SMW_33319
Legal,Garcia PLC ypm,POS_DVH,34062,8,9,POS_DVH_34062
Construction,Dean Inc zli,POS_DVH,34062,8,9,POS_DVH_34062
Legal,Jones-Watson hat,Wire_FFW,39013,12,21,Wire_FFW_39013
Energy,"Alexander, Hughes and Burgess lhl",Fee_CHW,35497,6,11,Fee_CHW_35497
Construction,Dean Inc zli,POS_DVH,34062,8,9,POS_DVH_34062
Retail,"Friedman, Jackson and Medina krn",Fee_LDP,35634,7,12,Fee_LDP_35634
Manufacturing,Johnson Ltd asv,ACH_SMW,33256,1,6,ACH_SMW_33256
Manufacturing,"Fernandez, Beck and Stokes ekd",Auto_RSY,32927,5,4,Auto_RSY_32927
Finance,Miller Ltd ylb,Auto_RSY,37873,5,18,Auto_RSY_37873
Legal,"Short, Simpson and Roberts tqs",Auto_RSY,32772,5,2,Auto_RSY_32772
Manufacturing,Irwin Inc ksl,Auto_LVC,40913,4,25,Auto_LVC_40913
Finance,Mccarthy Group rhd,Wire_FFW,37094,12,15,Wire_FFW_37094
Telecom,Diaz PLC yiz,Auto_RSY,32927,5,4,Auto_RSY_32927
Manufacturing,Irwin Inc ksl,Auto_LVC,40913,4,25,Auto_LVC_40913
Real Estate,"Howard, Reid and Martinez wlq",Wire_CHB,35497,11,11,Wire_CHB_35497
Energy,Griffin-Glenn epo,Auto_BZE,34965,3,10,Auto_BZE_34965
Telecom,Franklin Inc rks,Transfer_UGR,39331,10,23,Transfer_UGR_39331
Construction,Grant Inc wlp,ACH_HNZ,37644,0,17,ACH_HNZ_37644
Media,"West, Nguyen and Rodriguez rlw",Wire_NMT,37153,13,16,Wire_NMT_37153
Media,Romero PLC qlq,Auto_RSY,32772,5,2,Auto_RSY_32772
Energy,Walters Group tck,Auto_RSY,33145,5,5,Auto_RSY_33145
Legal,Garcia PLC ypm,POS_DVH,34062,8,9,POS_DVH_34062
Finance,Butler-Gomez fis,Auto_RSY,33145,5,5,Auto_RSY_33145
Legal,Wright Ltd mok,Fee_CHW,39116,6,22,Fee_CHW_39116
Real Estate,"Brady, Castillo and West cva",Auto_RSY,33145,5,5,Auto_RSY_33145
Legal,"Nelson, Robinson and Rivers hey",Auto_RSY,33731,5,8,Auto_RSY_33731
Finance,Patterson-Alexander kcs,Auto_RSY,33731,5,8,Auto_RSY_33731
Legal,"Peterson, Hart and Vang uhr",ACH_HNZ,37644,0,17,ACH_HNZ_37644
Media,Gomez Group zhr,ACH_SMW,33319,1,7,ACH_SMW_33319
Manufacturing,"Davis, Jimenez and Mcfarland ksk",ACH_SMW,33256,1,6,ACH_SMW_33256
Telecom,Potter and Sons pnl,Auto_RSY,39331,5,23,Auto_RSY_39331
Telecom,Fleming-Coleman lfs,Transfer_CNP,37153,9,16,Transfer_CNP_37153
Finance,"Howard, Thomas and Johnson wbu",Wire_FFW,39013,12,21,Wire_FFW_39013
Education,Wheeler-Hooper xpw,Auto_RSY,33731,5,8,Auto_RSY_33731
Finance,"Clark, Patrick and Esparza bqg",Auto_RSY,33145,5,5,Auto_RSY_33145
Retail,Byrd Group rqs,Auto_RSY,37873,5,18,Auto_RSY_37873
Real Estate,"Green, Bass and Simpson obk",ACH_UTR,32404,2,0,ACH_UTR_32404
Media,Romero PLC qlq,Auto_RSY,32772,5,2,Auto_RSY_32772
Manufacturing,Logan PLC efq,ACH_SMW,33319,1,7,ACH_SMW_33319
Telecom,Hudson-Zimmerman xum,POS_DVH,39008,8,20,POS_DVH_39008
Real Estate,"Baker, Fisher and Waller jlf",Auto_RSY,32772,5,2,Auto_RSY_32772
Education,Williams-Moore tzx,Wire_FFW,37094,12,15,Wire_FFW_37094
Education,Smith-Hardin jun,Auto_BZE,39641,3,24,Auto_BZE_39641
Retail,Gonzalez-Poole fkk,Auto_BZE,39641,3,24,Auto_BZE_39641
Energy,Smith-Jennings plv,Transfer_CNP,37153,9,16,Transfer_CNP_37153
Finance,"Martinez, Wolfe and Miller tnn",Auto_BZE,39641,3,24,Auto_BZE_39641
Legal,"Dean, May and Gross xrl",ACH_HNZ,37644,0,17,ACH_HNZ_37644
Manufacturing,Callahan-Gibson uyn,Wire_NMT,37153,13,16,Wire_NMT_37153
Finance,Kaufman PLC qwf,POS_DVH,36575,8,14,POS_DVH_36575
Real Estate,Dawson LLC zqi,Auto_LVC,40913,4,25,Auto_LVC_40913
Legal,Wong-Hughes gpz,Wire_FFW,39013,12,21,Wire_FFW_39013
Legal,"Saunders, Parks and Rhodes hjw",Auto_BZE,34965,3,10,Auto_BZE_34965
Finance,Mccarthy Group rhd,Wire_FFW,37094,12,15,Wire_FFW_37094
Legal,"Gonzales, Gilmore and Jackson poo",POS_DVH,39008,8,20,POS_DVH_39008
Education,Neal Ltd pot,ACH_HNZ,32870,0,3,ACH_HNZ_32870
Retail,"Smith, Burke and Cuevas xik",Auto_RSY,39331,5,23,Auto_RSY_39331
Education,Miller and Sons xua,Wire_FFW,37094,12,15,Wire_FFW_37094
Energy,Shepherd-Jackson jjh,Auto_BZE,39641,3,24,Auto_BZE_39641
Telecom,Marks and Sons mou,Auto_RSY,37873,5,18,Auto_RSY_37873
Education,Smith Inc peg,Auto_BZE,39641,3,24,Auto_BZE_39641
Legal,"Ferguson, Ortiz and Hardy fru",Auto_RSY,39331,5,23,Auto_RSY_39331
Media,"Gonzalez, Ortiz and Bray pfa",POS_DVH,34062,8,9,POS_DVH_34062
Education,Robinson-Bryant uon,ACH_HNZ,37644,0,17,ACH_HNZ_37644
Manufacturing,"Reynolds, Schwartz and Lopez gmk",Wire_FFW,37094,12,15,Wire_FFW_37094
Education,Stewart-Howard vuz,Wire_FFW,35743,12,13,Wire_FFW_35743
Legal,Vaughan-Turner fdc,Auto_RSY,39331,5,23,Auto_RSY_39331
Construction,"Serrano, Gill and Williams hqp",Wire_FFW,39013,12,21,Wire_FFW_39013
Manufacturing,"Hernandez, Bowers and David wcf",ACH_SMW,33319,1,7,ACH_SMW_33319
Finance,Valentine Ltd rtm,Auto_RSY,33145,5,5,Auto_RSY_33145
Real Estate,Jones PLC doi,Wire_FFW,39013,12,21,Wire_FFW_39013
Telecom,Stewart-Farrell ses,ACH_HNZ,32870,0,3,ACH_HNZ_32870
Retail,Jones-Dixon pse,ACH_HNZ,32870,0,3,ACH_HNZ_32870
Manufacturing,Harrington Group jqk,Auto_RSY,33145,5,5,Auto_RSY_33145
Telecom,Potter and Sons pnl,Auto_RSY,39331,5,23,Auto_RSY_39331
Real Estate,"Green, Bass and Simpson obk",ACH_UTR,32404,2,0,ACH_UTR_32404
Media,"Johnson, Davis and Castaneda pbl",Auto_RSY,37873,5,18,Auto_RSY_37873
Finance,"Osborne, Alvarez and Young imj",Auto_BZE,34965,3,10,Auto_BZE_34965
Construction,Petty-Reyes zwj,Wire_FFW,37094,12,15,Wire_FFW_37094
Media,Griffin Group lro,Auto_RSY,32772,5,2,Auto_RSY_32772
Real Estate,Johnson Ltd nwd,POS_DVH,34062,8,9,POS_DVH_34062
Legal,"Rowe, Gallagher and Moore ekw",Auto_RSY,37873,5,18,Auto_RSY_37873
Manufacturing,Stevenson Inc gll,ACH_HNZ,32870,0,3,ACH_HNZ_32870
Legal,Wong-Hughes gpz,Wire_FFW,39013,12,21,Wire_FFW_39013
Legal,Burns-Hernandez yha,POS_DVH,39008,8,20,POS_DVH_39008
Finance,Fisher and Sons kem,POS_DVH,34062,8,9,POS_DVH_34062
Manufacturing,"Davis, Jimenez and Mcfarland ksk",ACH_SMW,33256,1,6,ACH_SMW_33256
Energy,"Hancock, Simpson and Lowe uor",Auto_LVC,40913,4,25,Auto_LVC_40913
Finance,Nielsen-Hale vpt,Auto_BZE,39641,3,24,Auto_BZE_39641
Legal,Molina-Chung mmg,Auto_RSY,39331,5,23,Auto_RSY_39331
Manufacturing,"Klein, Johnson and Anderson vhl",Transfer_CNP,37153,9,16,Transfer_CNP_37153
Media,Ford Ltd oob,Transfer_UGR,39331,10,23,Transfer_UGR_39331
Construction,Rosario and Sons gso,ACH_UTR,32404,2,0,ACH_UTR_32404
Construction,Morrison-Lopez lqt,Auto_LVC,40913,4,25,Auto_LVC_40913
Media,Harris-Knight eiy,Fee_CHW,39116,6,22,Fee_CHW_39116
Legal,Garcia PLC mny,ACH_SMW,33256,1,6,ACH_SMW_33256
Finance,Sanchez-Mueller eso,POS_DVH,36575,8,14,POS_DVH_36575
Energy,Smith-Jennings plv,Transfer_CNP,37153,9,16,Transfer_CNP_37153
Media,Camacho and Sons ycm,Wire_NMT,37153,13,16,Wire_NMT_37153
Retail,Jones LLC ykx,ACH_HNZ,32870,0,3,ACH_HNZ_32870
Finance,"Bell, White and Gomez tbb",Auto_RSY,39331,5,23,Auto_RSY_39331
Education,Arnold-Sullivan lbx,Auto_LVC,40913,4,25,Auto_LVC_40913
Energy,Kennedy LLC uvp,Wire_FFW,37094,12,15,Wire_FFW_37094
Finance,Mccarthy Group rhd,Wire_FFW,37094,12,15,Wire_FFW_37094
Construction,Garcia-Richardson tng,ACH_HNZ,32870,0,3,ACH_HNZ_32870
Manufacturing,"Williams, Lam and Patton wxy",Auto_RSY,32772,5,2,Auto_RSY_32772
Real Estate,Williams-Woodard idw,Wire_FFW,39013,12,21,Wire_FFW_39013
Real Estate,Ford Group mfp,ACH_UTR,32404,2,0,ACH_UTR_32404
Manufacturing,Mendez Ltd lga,Wire_CHB,32496,11,1,Wire_CHB_32496
Media,"Stevenson, Nichols and King eyi",ACH_HNZ,37644,0,17,ACH_HNZ_37644
Media,Hendrix-Allen bwi,Transfer_UGR,39331,10,23,Transfer_UGR_39331
Energy,Gross PLC ddo,Wire_CHB,38735,11,19,Wire_CHB_38735
Retail,Ramos-Lewis rnq,Transfer_UGR,39331,10,23,Transfer_UGR_39331
Real Estate,"Green, Bass and Simpson obk",ACH_UTR,32404,2,0,ACH_UTR_32404
Telecom,"Hanson, Fitzpatrick and Davis nwf",POS_DVH,39008,8,20,POS_DVH_39008
Media,Chapman-Carter sne,Auto_RSY,32927,5,4,Auto_RSY_32927
Legal,Mcgee-Johnson mti,Wire_FFW,37094,12,15,Wire_FFW_37094
Legal,Vaughan-Turner fdc,Auto_RSY,39331,5,23,Auto_RSY_39331
Manufacturing,Pearson Ltd ttt,Wire_FFW,37094,12,15,Wire_FFW_37094
Finance,"Smith, Sanchez and Taylor nzi",Auto_RSY,33731,5,8,Auto_RSY_33731
Education,Smith Inc peg,Auto_BZE,39641,3,24,Auto_BZE_39641
Manufacturing,Whitney Inc gzd,Wire_FFW,35743,12,13,Wire_FFW_35743
Telecom,Scott-Madden iln,ACH_UTR,32404,2,0,ACH_UTR_32404
Real Estate,Jones PLC doi,Wire_FFW,39013,12,21,Wire_FFW_39013
Education,"Simpson, Wolfe and Roy dvl",Auto_LVC,38735,4,19,Auto_LVC_38735
Education,Ball-Leblanc cuj,Fee_CHW,39116,6,22,Fee_CHW_39116
Media,Thompson-Osborne rbx,POS_DVH,39008,8,20,POS_DVH_39008
Finance,Sanchez-Mueller eso,POS_DVH,36575,8,14,POS_DVH_36575
Construction,Conley-Joseph rml,Fee_LDP,35634,7,12,Fee_LDP_35634
Legal,Mercer-Smith dhc,POS_DVH,36575,8,14,POS_DVH_36575
Legal,"Martin, Boyer and Noble ygn",Wire_FFW,39013,12,21,Wire_FFW_39013
Legal,"Oneal, Dorsey and Preston zil",POS_DVH,39008,8,20,POS_DVH_39008
Energy,Griffin-Glenn epo,Auto_BZE,34965,3,10,Auto_BZE_34965
Manufacturing,"Pearson, Wolf and Boyd tuy",ACH_SMW,33319,1,7,ACH_SMW_33319
Telecom,"Patterson, Davis and Chaney zyb",Auto_RSY,32927,5,4,Auto_RSY_32927
Education,"Greene, Allison and Patton lxq",Auto_LVC,38735,4,19,Auto_LVC_38735
Finance,"Osborne, Alvarez and Young imj",Auto_BZE,34965,3,10,Auto_BZE_34965
Telecom,"Moss, Smith and Austin evj",Auto_BZE,34965,3,10,Auto_BZE_34965
Education,Sheppard-Garrett loj,Auto_RSY,32772,5,2,Auto_RSY_32772
Education,"Bridges, Clark and Holloway qen",Auto_RSY,33731,5,8,Auto_RSY_33731
Real Estate,Peterson-Barnes ong,Auto_RSY,32772,5,2,Auto_RSY_32772
Retail,"Day, Baker and Parks miv",Wire_NMT,37153,13,16,Wire_NMT_37153
Telecom,"Chapman, Madden and Stevens fod",Auto_LVC,40913,4,25,Auto_LVC_40913
Legal,Garcia PLC qcj,Auto_RSY,32927,5,4,Auto_RSY_32927
Energy,Moore PLC jee,Auto_BZE,39641,3,24,Auto_BZE_39641
Legal,Gutierrez-Matthews pvr,ACH_SMW,33256,1,6,ACH_SMW_33256
Manufacturing,Callahan-Gibson uyn,Wire_NMT,37153,13,16,Wire_NMT_37153
Education,Jones-Farrell fhy,Transfer_CNP,37153,9,16,Transfer_CNP_37153
Finance,"Martinez, Wolfe and Miller tnn",Auto_BZE,39641,3,24,Auto_BZE_39641
Education,Suarez Ltd ohp,Wire_FFW,39013,12,21,Wire_FFW_39013
Finance,"Simmons, Burton and Alvarado abu",Wire_CHB,32496,11,1,Wire_CHB_32496
Manufacturing,Pearson-Riddle jpt,Auto_RSY,32772,5,2,Auto_RSY_32772
Telecom,Hudson-Zimmerman xum,POS_DVH,39008,8,20,POS_DVH_39008
Legal,Morgan-Matthews upq,ACH_SMW,33319,1,7,ACH_SMW_33319
Energy,Mathis PLC xth,Auto_RSY,32772,5,2,Auto_RSY_32772
Media,Myers-Grant yub,Fee_LDP,35634,7,12,Fee_LDP_35634
Legal,"Hernandez, Everett and Sims ekz",Transfer_CNP,37153,9,16,Transfer_CNP_37153
Education,Mcpherson Ltd siy,ACH_HNZ,32870,0,3,ACH_HNZ_32870
Education,"Carter, Davidson and Lowe cki",Transfer_CNP,37153,9,16,Transfer_CNP_37153
Manufacturing,Mata Inc rwc,Auto_RSY,33145,5,5,Auto_RSY_33145
Legal,Henderson and Sons vvt,ACH_SMW,33319,1,7,ACH_SMW_33319
Retail,Ross-Navarro ueo,Auto_RSY,32927,5,4,Auto_RSY_32927
Finance,Terry and Sons vud,Auto_RSY,33145,5,5,Auto_RSY_33145
Real Estate,"Rose, Cunningham and Bennett hdo",Wire_CHB,35497,11,11,Wire_CHB_35497
Legal,Roberts Group bfa,Auto_LVC,40913,4,25,Auto_LVC_40913
Media,"Hicks, Smith and Harris bbd",Auto_BZE,34965,3,10,Auto_BZE_34965
Manufacturing,Howard-Leonard liv,Wire_CHB,38735,11,19,Wire_CHB_38735
Telecom,Mason Ltd arh,Wire_FFW,35743,12,13,Wire_FFW_35743
Education,"Murray, Turner and Brandt fai",Fee_CHW,35497,6,11,Fee_CHW_35497
Legal,Lambert-Williams jkh,Wire_NMT,37153,13,16,Wire_NMT_37153
Finance,Tate-Mitchell aon,Auto_BZE,39641,3,24,Auto_BZE_39641
Manufacturing,"Fernandez, Beck and Stokes ekd",Auto_RSY,32927,5,4,Auto_RSY_32927
Construction,Gilmore-Bryant ndl,Wire_CHB,32496,11,1,Wire_CHB_32496
Energy,Casey and Sons jpx,ACH_SMW,33319,1,7,ACH_SMW_33319
Construction,"Skinner, Kirby and Williams wcg",Auto_LVC,40913,4,25,Auto_LVC_40913
Media,Harris-Knight eiy,Fee_CHW,39116,6,22,Fee_CHW_39116
Telecom,Gutierrez Inc qoc,POS_DVH,39008,8,20,POS_DVH_39008
Manufacturing,Callahan-Gibson uyn,Wire_NMT,37153,13,16,Wire_NMT_37153
Construction,"Martinez, Simpson and Bowman bwe",Wire_FFW,35743,12,13,Wire_FFW_35743
Real Estate,"Williams, Dunn and Huffman pfn",Fee_LDP,35634,7,12,Fee_LDP_35634
Education,Neal Ltd pot,ACH_HNZ,32870,0,3,ACH_HNZ_32870
Telecom,Short Group bwf,POS_DVH,39008,8,20,POS_DVH_39008
Legal,Palmer-Young wmi,Fee_LDP,35634,7,12,Fee_LDP_35634
Education,"Carter, Davidson and Lowe cki",Transfer_CNP,37153,9,16,Transfer_CNP_37153
Finance,Brown-Houston zlg,Wire_FFW,37094,12,15,Wire_FFW_37094
Retail,Ramos-Lewis rnq,Transfer_UGR,39331,10,23,Transfer_UGR_39331
Construction,"Lawrence, Steele and Short dya",Wire_FFW,39013,12,21,Wire_FFW_39013
Legal,Jones-Watson hat,Wire_FFW,39013,12,21,Wire_FFW_39013
Finance,Hamilton-Knox oyr,ACH_UTR,32404,2,0,ACH_UTR_32404
Construction,"Bishop, Watkins and Webb cpk",Auto_LVC,40913,4,25,Auto_LVC_40913
Real Estate,Carr Group unn,Fee_CHW,35497,6,11,Fee_CHW_35497
Legal,Gardner-Snyder bxs,Auto_LVC,38735,4,19,Auto_LVC_38735
Media,Moss LLC gwn,Wire_CHB,38735,11,19,Wire_CHB_38735
Manufacturing,Mcclure Ltd ixt,Fee_CHW,39116,6,22,Fee_CHW_39116
Energy,"Alexander, Hughes and Burgess lhl",Fee_CHW,35497,6,11,Fee_CHW_35497
Construction,Barnett LLC oub,Wire_CHB,32496,11,1,Wire_CHB_32496
Finance,Beard-Anderson ugd,Fee_CHW,35497,6,11,Fee_CHW_35497
Legal,"Short, Simpson and Roberts tqs",Auto_RSY,32772,5,2,Auto_RSY_32772
Finance,Nielsen-Hale vpt,Auto_BZE,39641,3,24,Auto_BZE_39641
Construction,Ramirez Inc mnh,Auto_RSY,32772,5,2,Auto_RSY_32772
Finance,"Gonzalez, Alvarez and Smith faj",Wire_NMT,37153,13,16,Wire_NMT_37153
Energy,"Browning, Kelly and Ramos zne",POS_DVH,34062,8,9,POS_DVH_34062
Real Estate,Klein-Mitchell lnb,Auto_RSY,32772,5,2,Auto_RSY_32772
Media,Griffith LLC iyf,ACH_HNZ,37644,0,17,ACH_HNZ_37644
Telecom,Gonzalez-Williamson rac,ACH_SMW,33319,1,7,ACH_SMW_33319
Media,"Atkinson, Miller and Rose dgq",ACH_UTR,32404,2,0,ACH_UTR_32404
Legal,"Reyes, Conner and Parker ocr",Auto_RSY,39331,5,23,Auto_RSY_39331
Media,Hughes-Mclean mnu,Auto_RSY,39331,5,23,Auto_RSY_39331
Construction,Roberts Group wft,Auto_RSY,32927,5,4,Auto_RSY_32927
Legal,"Nelson, Robinson and Rivers hey",Auto_RSY,33731,5,8,Auto_RSY_33731
Real Estate,Williams-Woodard idw,Wire_FFW,39013,12,21,Wire_FFW_39013
Education,"Simpson, Wolfe and Roy dvl",Auto_LVC,38735,4,19,Auto_LVC_38735
Manufacturing,Whitney Inc gzd,Wire_FFW,35743,12,13,Wire_FFW_35743
Education,Jones-Farrell fhy,Transfer_CNP,37153,9,16,Transfer_CNP_37153
Construction,Wright Group uni,Auto_LVC,38735,4,19,Auto_LVC_38735
Retail,Johnson Group nsk,Auto_RSY,39331,5,23,Auto_RSY_39331
Finance,Adams-Johnson jmm,Wire_FFW,39013,12,21,Wire_FFW_39013
Education,Stewart-Howard vuz,Wire_FFW,35743,12,13,Wire_FFW_35743
Education,Clark-Harper cjr,POS_DVH,39008,8,20,POS_DVH_39008
Finance,Fisher and Sons kem,POS_DVH,34062,8,9,POS_DVH_34062
Legal,Garcia-Barron rlg,Auto_RSY,33145,5,5,Auto_RSY_33145
Telecom,Burke LLC ukt,Auto_RSY,33145,5,5,Auto_RSY_33145
Energy,"Watson, Pena and Mcdonald wcn",Wire_FFW,37094,12,15,Wire_FFW_37094
Telecom,Hayes PLC ngi,ACH_HNZ,32870,0,3,ACH_HNZ_32870
Retail,"Martin, Parker and Porter fmd",Fee_CHW,39116,6,22,Fee_CHW_39116
Legal,Kim Ltd anv,Fee_CHW,35497,6,11,Fee_CHW_35497
Telecom,"Haynes, Montgomery and Rodgers fbi",Auto_RSY,33145,5,5,Auto_RSY_33145
Education,King-Burton vmt,ACH_UTR,32404,2,0,ACH_UTR_32404
