merchant_group,merchant_name,cc_type,cc_code,cc_type_id,cc_code_id,stratify_col
Finance,Sanchez-Singh ryb,Fee_QKA,73407,4,16,Fee_QKA_73407
Energy,Jefferson Ltd vin,POS_OEC,74402,8,20,POS_OEC_74402
Healthcare,"Matthews, Watkins and Greene iel",POS_OEC,74402,8,20,POS_OEC_74402
Real Estate,Williams-Gilbert nua,Fee_QAN,71290,3,10,Fee_QAN_71290
Dining,"Oconnor, Silva and Bird bpd",Fee_ZUT,70311,6,9,Fee_ZUT_70311
Finance,Dorsey-Sanchez lbv,POS_OEC,73382,8,15,POS_OEC_73382
Energy,Hensley-Bond fuu,Fee_ZUT,66454,6,0,Fee_ZUT_66454
Education,Anderson-Hernandez sbq,Card_JGO,74581,2,21,Card_JGO_74581
Education,Flores Inc dvq,Card_JGO,74581,2,21,Card_JGO_74581
Telecom,Johnson-Harvey rep,Fee_ZUT,75987,6,25,Fee_ZUT_75987
Education,"Gordon, Anderson and Hodge nha",Card_JGO,74135,2,18,Card_JGO_74135
Energy,White and Sons ids,Wire_DPU,67903,11,3,Wire_DPU_67903
Real Estate,"Hernandez, Chaney and Medina qnb",POS_FPA,70003,7,7,POS_FPA_70003
Real Estate,Becker and Sons wcb,POS_ZUC,69787,10,6,POS_ZUC_69787
Finance,"Nelson, Campbell and Williams gwv",POS_ZUC,69784,10,5,POS_ZUC_69784
Telecom,"Peters, Johnson and Simon ohy",Fee_ZUT,70311,6,9,Fee_ZUT_70311
Education,"Washington, Carter and Park sna",POS_ZUC,72783,10,12,POS_ZUC_72783
Energy,Gordon Ltd dhw,Wire_HJN,73382,12,15,Wire_HJN_73382
Education,Waters Ltd ugq,ACH_YUU,67035,1,1,ACH_YUU_67035
Energy,Gordon Ltd dhw,Wire_HJN,73382,12,15,Wire_HJN_73382
Dining,Taylor-Friedman skp,POS_OEC,74005,8,17,POS_OEC_74005
Logistics,Martinez Inc xln,Fee_ZUT,70311,6,9,Fee_ZUT_70311
Education,Ortiz-Morse hor,POS_ZTL,67569,9,2,POS_ZTL_67569
Dining,"Barr, Miller and Lloyd ccc",Wire_DPU,67903,11,3,Wire_DPU_67903
Education,Best-Horton mem,Wire_HJN,73382,12,15,Wire_HJN_73382
Healthcare,Casey PLC rrq,Fee_ZUT,70311,6,9,Fee_ZUT_70311
Real Estate,Salinas PLC zft,Fee_ZUT,75987,6,25,Fee_ZUT_75987
Finance,Larsen and Sons pbb,Wire_DPU,67903,11,3,Wire_DPU_67903
Finance,"Frank, Dawson and Graham lrt",Wire_DPU,67903,11,3,Wire_DPU_67903
Real Estate,Torres Inc lja,Fee_ZUT,66454,6,0,Fee_ZUT_66454
Dining,Oconnor-Clark pdd,POS_ZTL,67569,9,2,POS_ZTL_67569
Energy,"Gibson, Nelson and Washington cvk",Fee_QKA,75191,4,23,Fee_QKA_75191
Construction,"Sutton, Davis and Webb yqr",POS_OEC,74402,8,20,POS_OEC_74402
Education,Russell LLC rua,POS_ZUC,74775,10,22,POS_ZUC_74775
Energy,Gordon Ltd dhw,Wire_HJN,73382,12,15,Wire_HJN_73382
Logistics,"Vargas, Wilson and Casey kfc",Fee_QAN,70240,3,8,Fee_QAN_70240
Healthcare,Doyle Inc kcf,Fee_QKA,73407,4,16,Fee_QKA_73407
Energy,Vargas Ltd bdt,Fee_QKA,73407,4,16,Fee_QKA_73407
Dining,"Jenkins, Combs and Hoffman gbe",Fee_QKA,75427,4,24,Fee_QKA_75427
Real Estate,"White, Harding and Simmons jak",POS_ZTL,74271,9,19,POS_ZTL_74271
Telecom,Matthews Group izk,POS_OEC,74005,8,17,POS_OEC_74005
Logistics,Clark Ltd gjd,POS_FPA,70003,7,7,POS_FPA_70003
Finance,Fischer and Sons ike,Fee_QKA,75191,4,23,Fee_QKA_75191
Real Estate,Williams-Gilbert nua,Fee_QAN,71290,3,10,Fee_QAN_71290
Dining,Rush Group etx,POS_OEC,74402,8,20,POS_OEC_74402
Logistics,Nichols Ltd wlx,Fee_QKA,75191,4,23,Fee_QKA_75191
Finance,"Nelson, Campbell and Williams gwv",POS_ZUC,69784,10,5,POS_ZUC_69784
Finance,Ryan-Murray ygi,POS_OEC,74402,8,20,POS_OEC_74402
Finance,Church-Ferrell gem,Card_JGO,74581,2,21,Card_JGO_74581
Healthcare,Blackwell PLC xyp,ACH_YUU,68064,1,4,ACH_YUU_68064
Education,Carpenter-Aguirre yon,Fee_ZUT,70311,6,9,Fee_ZUT_70311
Construction,Williams-Castillo lgn,POS_ZUC,69787,10,6,POS_ZUC_69787
Telecom,Johnson-Harvey rep,Fee_ZUT,75987,6,25,Fee_ZUT_75987
Logistics,Johnson-Esparza qcn,Fee_RDT,72921,5,13,Fee_RDT_72921
Real Estate,Silva Ltd vpx,POS_ZUC,69787,10,6,POS_ZUC_69787
Real Estate,"Mayo, Cole and Robbins hdn",POS_OEC,73382,8,15,POS_OEC_73382
Real Estate,Valdez-Smith dna,Fee_QAN,70240,3,8,Fee_QAN_70240
Energy,Hernandez and Sons fkb,Fee_ZUT,75987,6,25,Fee_ZUT_75987
Healthcare,Camacho-Cook iee,Card_JGO,74135,2,18,Card_JGO_74135
Healthcare,Frye Ltd tch,Fee_QAN,73000,3,14,Fee_QAN_73000
Telecom,"James, Williams and Valencia glq",ACH_YUU,68064,1,4,ACH_YUU_68064
Real Estate,Harding-Hernandez bcw,Fee_ZUT,66454,6,0,Fee_ZUT_66454
Finance,Mata Group zyh,Card_JGO,74135,2,18,Card_JGO_74135
Energy,Jefferson Ltd vin,POS_OEC,74402,8,20,POS_OEC_74402
Logistics,Johnson-Myers tbu,POS_ZTL,74271,9,19,POS_ZTL_74271
Construction,"Bailey, Lopez and Ramos hwb",Wire_DPU,67903,11,3,Wire_DPU_67903
Healthcare,Frye Ltd tch,Fee_QAN,73000,3,14,Fee_QAN_73000
Real Estate,"Bright, Hodges and Diaz kwk",POS_ZUC,69787,10,6,POS_ZUC_69787
Telecom,White-Jenkins wdz,Fee_QAN,71290,3,10,Fee_QAN_71290
Finance,Mata Group zyh,Card_JGO,74135,2,18,Card_JGO_74135
Healthcare,"Horn, Lopez and Rodriguez wvy",POS_ZUC,74775,10,22,POS_ZUC_74775
Telecom,Matthews Group izk,POS_OEC,74005,8,17,POS_OEC_74005
Education,"Gordon, Anderson and Hodge nha",Card_JGO,74135,2,18,Card_JGO_74135
Healthcare,Griffin Group goo,Fee_RDT,72921,5,13,Fee_RDT_72921
Education,Reyes-Bradley cqg,Fee_QKA,75191,4,23,Fee_QKA_75191
Finance,Adams-Peterson lxp,Card_JGO,74135,2,18,Card_JGO_74135
Energy,Mccarthy-Schroeder zua,POS_OEC,74402,8,20,POS_OEC_74402
Real Estate,"Mills, Brock and Austin lkx",ACH_YUU,67035,1,1,ACH_YUU_67035
Finance,"Lin, Romero and Lopez awc",ACH_YUU,67035,1,1,ACH_YUU_67035
Education,Moon-Miles spa,POS_ZTL,67569,9,2,POS_ZTL_67569
Dining,Taylor-Friedman skp,POS_OEC,74005,8,17,POS_OEC_74005
Energy,Cunningham and Sons qfh,POS_ZTL,67569,9,2,POS_ZTL_67569
Finance,"Davis, Watkins and Rodriguez kud",ACH_YUU,67035,1,1,ACH_YUU_67035
Logistics,Peterson-Douglas qxd,POS_ZUC,69784,10,5,POS_ZUC_69784
Finance,Page Ltd idz,POS_ZTL,74271,9,19,POS_ZTL_74271
Finance,"Padilla, Wilson and Mitchell oib",Fee_ZUT,70311,6,9,Fee_ZUT_70311
Healthcare,Lopez Ltd bij,Wire_HJN,73382,12,15,Wire_HJN_73382
Construction,"Brennan, Tucker and Harris hvt",Fee_QAN,73000,3,14,Fee_QAN_73000
Healthcare,Pittman Group xsu,POS_ZTL,74271,9,19,POS_ZTL_74271
Healthcare,Lopez Ltd bij,Wire_HJN,73382,12,15,Wire_HJN_73382
Telecom,"Knight, Alvarez and Johnson izk",Fee_RDT,72921,5,13,Fee_RDT_72921
Logistics,Morris-Maxwell tam,Fee_QKA,75191,4,23,Fee_QKA_75191
Construction,Crawford Ltd kiz,POS_ZTL,67569,9,2,POS_ZTL_67569
Finance,"Schneider, Reynolds and Wright ucn",POS_OEC,74005,8,17,POS_OEC_74005
Finance,Pugh-Acosta nqv,Wire_HJN,71778,12,11,Wire_HJN_71778
Education,Jennings Ltd ous,POS_ZUC,69784,10,5,POS_ZUC_69784
Dining,"Perkins, Andersen and Thompson mbo",POS_ZTL,74271,9,19,POS_ZTL_74271
Dining,Watson Inc jxx,POS_ZUC,72783,10,12,POS_ZUC_72783
Education,Carpenter-Aguirre yon,Fee_ZUT,70311,6,9,Fee_ZUT_70311
Finance,"Ruiz, Walker and Paul dlp",Fee_QAN,71290,3,10,Fee_QAN_71290
Education,Simmons Group dyj,ACH_XEY,75996,0,26,ACH_XEY_75996
Energy,Garcia Ltd mio,POS_ZTL,67569,9,2,POS_ZTL_67569
Finance,"Padilla, Wilson and Mitchell oib",Fee_ZUT,70311,6,9,Fee_ZUT_70311
Energy,"Rogers, Murray and Vega trb",POS_ZTL,67569,9,2,POS_ZTL_67569
Energy,Lee-Mcconnell yun,POS_ZTL,67569,9,2,POS_ZTL_67569
Construction,"Dawson, Rodriguez and Diaz gda",Fee_QKA,75191,4,23,Fee_QKA_75191
Finance,"Pittman, Taylor and Henderson bgu",POS_ZUC,69787,10,6,POS_ZUC_69787
Telecom,"Underwood, Hicks and Howard tai",Fee_QAN,71290,3,10,Fee_QAN_71290
Energy,Tapia-Castillo jlw,Fee_ZUT,66454,6,0,Fee_ZUT_66454
Real Estate,Montgomery-Hughes arw,POS_OEC,74402,8,20,POS_OEC_74402
Telecom,"Morris, Parrish and Buck yny",Fee_QAN,71290,3,10,Fee_QAN_71290
Healthcare,"Peters, Mitchell and Smith utd",POS_FPA,72783,7,12,POS_FPA_72783
Energy,Young PLC vwa,POS_OEC,73382,8,15,POS_OEC_73382
Logistics,Fischer PLC wam,Fee_ZUT,66454,6,0,Fee_ZUT_66454
Dining,Young-Hunter tce,Fee_RDT,72921,5,13,Fee_RDT_72921
Dining,Anderson and Sons gdw,POS_ZTL,73407,9,16,POS_ZTL_73407
Finance,Knight and Sons axo,Fee_QKA,75191,4,23,Fee_QKA_75191
Real Estate,Jones-Williams ajv,POS_OEC,73382,8,15,POS_OEC_73382
Finance,"Vargas, Franklin and Rogers yvd",Fee_ZUT,66454,6,0,Fee_ZUT_66454
Finance,"Koch, Perry and Flores lwy",ACH_YUU,67035,1,1,ACH_YUU_67035
Construction,Hancock-Reyes dpe,Fee_QKA,75427,4,24,Fee_QKA_75427
Healthcare,Johnson-Palmer wii,Fee_ZUT,66454,6,0,Fee_ZUT_66454
Telecom,"Colon, Williams and Miller zdk",POS_ZUC,69787,10,6,POS_ZUC_69787
Education,Reynolds-Warner wjx,Fee_QKA,75427,4,24,Fee_QKA_75427
Logistics,Dixon-Alexander mbh,Fee_ZUT,70311,6,9,Fee_ZUT_70311
Finance,"Sanchez, Estrada and Tucker vpt",POS_OEC,73382,8,15,POS_OEC_73382
Construction,Cole-Marshall kee,ACH_YUU,67035,1,1,ACH_YUU_67035
Construction,Peterson PLC qyd,Fee_ZUT,75987,6,25,Fee_ZUT_75987
Construction,Gallegos-Parker dao,POS_ZUC,74775,10,22,POS_ZUC_74775
Healthcare,Gomez-Turner yhk,POS_FPA,70003,7,7,POS_FPA_70003
Dining,Abbott Group bmq,POS_FPA,72783,7,12,POS_FPA_72783
Education,Simmons Group dyj,ACH_XEY,75996,0,26,ACH_XEY_75996
Healthcare,Lopez Ltd bij,Wire_HJN,73382,12,15,Wire_HJN_73382
Dining,"Scott, Smith and Rosario hhj",Fee_ZUT,66454,6,0,Fee_ZUT_66454
Real Estate,Smith LLC xzr,ACH_YUU,68064,1,4,ACH_YUU_68064
Telecom,"Morales, Bridges and Dyer ipl",POS_FPA,70003,7,7,POS_FPA_70003
Healthcare,Cunningham Ltd qls,POS_FPA,70003,7,7,POS_FPA_70003
Logistics,Oliver-Foley htc,Fee_QAN,71290,3,10,Fee_QAN_71290
Education,Shaw LLC xii,POS_ZUC,69784,10,5,POS_ZUC_69784
Finance,Ruiz and Sons yiw,Fee_QKA,73407,4,16,Fee_QKA_73407
Telecom,Johns-Moody uja,Fee_ZUT,70311,6,9,Fee_ZUT_70311
Telecom,"Morales, Bridges and Dyer ipl",POS_FPA,70003,7,7,POS_FPA_70003
Real Estate,Montgomery-Hughes arw,POS_OEC,74402,8,20,POS_OEC_74402
Telecom,Mueller-Barnes dvo,POS_OEC,73382,8,15,POS_OEC_73382
Real Estate,"White, Harding and Simmons jak",POS_ZTL,74271,9,19,POS_ZTL_74271
Finance,Ramos PLC mwy,POS_FPA,72783,7,12,POS_FPA_72783
Logistics,Johnson-Esparza qcn,Fee_RDT,72921,5,13,Fee_RDT_72921
Telecom,Matthews Group izk,POS_OEC,74005,8,17,POS_OEC_74005
Logistics,"Cameron, Cabrera and Guzman ymd",Fee_RDT,72921,5,13,Fee_RDT_72921
Construction,Klein-Russell xru,Fee_QAN,71290,3,10,Fee_QAN_71290
Healthcare,Campbell-Long wxc,Wire_HJN,71778,12,11,Wire_HJN_71778
Real Estate,Cortez-Lopez nvz,Fee_QKA,75191,4,23,Fee_QKA_75191
Telecom,Jones-Burnett lks,POS_ZTL,67569,9,2,POS_ZTL_67569
Finance,Gill-Young zpd,Wire_HJN,71778,12,11,Wire_HJN_71778
Construction,"Walker, Hamilton and Nichols vio",Fee_QKA,73407,4,16,Fee_QKA_73407
Energy,Hensley-Bond fuu,Fee_ZUT,66454,6,0,Fee_ZUT_66454
Education,Nelson-Richardson fyw,POS_OEC,73382,8,15,POS_OEC_73382
Finance,Dorsey-Sanchez lbv,POS_OEC,73382,8,15,POS_OEC_73382
Energy,Gordon Ltd dhw,Wire_HJN,73382,12,15,Wire_HJN_73382
Dining,"Oconnor, Silva and Bird bpd",Fee_ZUT,70311,6,9,Fee_ZUT_70311
Healthcare,Cunningham Ltd qls,POS_FPA,70003,7,7,POS_FPA_70003
Healthcare,Gomez-Turner yhk,POS_FPA,70003,7,7,POS_FPA_70003
Telecom,"Diaz, Delgado and Lopez mek",Wire_HJN,71778,12,11,Wire_HJN_71778
Finance,"Padilla, Wilson and Mitchell oib",Fee_ZUT,70311,6,9,Fee_ZUT_70311
Finance,Page Ltd idz,POS_ZTL,74271,9,19,POS_ZTL_74271
Telecom,"Beltran, Miller and Frazier mno",POS_ZTL,67569,9,2,POS_ZTL_67569
Real Estate,Downs and Sons yre,POS_OEC,74402,8,20,POS_OEC_74402
Energy,Douglas-Chapman yxx,Wire_HJN,73382,12,15,Wire_HJN_73382
Real Estate,"Hines, Smith and Wood bpi",Fee_QKA,75191,4,23,Fee_QKA_75191
Logistics,Clark-Deleon oqs,POS_ZUC,72783,10,12,POS_ZUC_72783
Telecom,"Ellison, Wong and Lopez gea",ACH_YUU,68064,1,4,ACH_YUU_68064
Dining,"Scott, Smith and Rosario hhj",Fee_ZUT,66454,6,0,Fee_ZUT_66454
Healthcare,Green-King qzr,POS_ZUC,69787,10,6,POS_ZUC_69787
Finance,"Vargas, Franklin and Rogers yvd",Fee_ZUT,66454,6,0,Fee_ZUT_66454
Energy,White and Sons ids,Wire_DPU,67903,11,3,Wire_DPU_67903
Real Estate,Becker and Sons wcb,POS_ZUC,69787,10,6,POS_ZUC_69787
Dining,"Robinson, Conner and Parrish sqi",Fee_ZUT,70311,6,9,Fee_ZUT_70311
Healthcare,Fernandez LLC ija,POS_ZUC,74775,10,22,POS_ZUC_74775
Healthcare,Doyle Inc kcf,Fee_QKA,73407,4,16,Fee_QKA_73407
Education,Hall-Smith apw,ACH_XEY,75996,0,26,ACH_XEY_75996
Healthcare,Casey PLC rrq,Fee_ZUT,70311,6,9,Fee_ZUT_70311
Finance,Sanchez-Singh ryb,Fee_QKA,73407,4,16,Fee_QKA_73407
Energy,"Gamble, Andrews and Jones pga",Fee_ZUT,66454,6,0,Fee_ZUT_66454
Energy,"Gibson, Nelson and Washington cvk",Fee_QKA,75191,4,23,Fee_QKA_75191
Telecom,"Price, Evans and Waters nxi",POS_ZUC,69787,10,6,POS_ZUC_69787
Dining,"Jenkins, Combs and Hoffman gbe",Fee_QKA,75427,4,24,Fee_QKA_75427
Dining,Irwin Group jmt,Card_JGO,74135,2,18,Card_JGO_74135
Energy,Johnson-Gomez ngm,Fee_QKA,73407,4,16,Fee_QKA_73407
Dining,"Ortiz, Hamilton and Ford ram",Fee_QKA,75191,4,23,Fee_QKA_75191
Dining,Brown-Brady ary,POS_ZUC,74775,10,22,POS_ZUC_74775
Construction,Kim-Greer ofr,POS_FPA,70003,7,7,POS_FPA_70003
Dining,Anderson and Sons gdw,POS_ZTL,73407,9,16,POS_ZTL_73407
Logistics,Anthony-Vasquez ozz,Fee_QKA,73407,4,16,Fee_QKA_73407
Real Estate,Wilson PLC ooz,Fee_QKA,75427,4,24,Fee_QKA_75427
Real Estate,"Hernandez, Chaney and Medina qnb",POS_FPA,70003,7,7,POS_FPA_70003
Finance,Ruiz and Sons yiw,Fee_QKA,73407,4,16,Fee_QKA_73407
Education,Flores Inc dvq,Card_JGO,74581,2,21,Card_JGO_74581
Energy,Griffin-Davis xtr,Fee_QKA,75427,4,24,Fee_QKA_75427
Healthcare,Lopez Ltd bij,Wire_HJN,73382,12,15,Wire_HJN_73382
Energy,Rios Inc vnt,ACH_YUU,68064,1,4,ACH_YUU_68064
Finance,Montoya-Parker lrh,ACH_YUU,67035,1,1,ACH_YUU_67035
Logistics,Anthony-Vasquez ozz,Fee_QKA,73407,4,16,Fee_QKA_73407
Education,Baker-Cobb dki,Fee_QKA,75427,4,24,Fee_QKA_75427
Telecom,"Green, Crawford and Macias wog",POS_OEC,74402,8,20,POS_OEC_74402
Logistics,Martinez Inc xln,Fee_ZUT,70311,6,9,Fee_ZUT_70311
Logistics,"Vang, Velez and Anderson ach",POS_ZUC,69787,10,6,POS_ZUC_69787
Telecom,"Ray, Miller and Anderson xbh",Fee_ZUT,75987,6,25,Fee_ZUT_75987
Energy,Tapia-Castillo jlw,Fee_ZUT,66454,6,0,Fee_ZUT_66454
Dining,Curry and Sons foe,Fee_ZUT,66454,6,0,Fee_ZUT_66454
Telecom,Johnson-Harvey rep,Fee_ZUT,75987,6,25,Fee_ZUT_75987
Dining,"Perkins, Andersen and Thompson mbo",POS_ZTL,74271,9,19,POS_ZTL_74271
Logistics,Clark Ltd gjd,POS_FPA,70003,7,7,POS_FPA_70003
Telecom,Weaver Group wit,Fee_QKA,73407,4,16,Fee_QKA_73407
Telecom,Garcia Ltd dej,POS_ZUC,69787,10,6,POS_ZUC_69787
Education,Williams-Anderson lre,POS_OEC,74402,8,20,POS_OEC_74402
Telecom,"Colon, Williams and Miller zdk",POS_ZUC,69787,10,6,POS_ZUC_69787
Finance,Larsen and Sons pbb,Wire_DPU,67903,11,3,Wire_DPU_67903
Construction,Sanchez-Atkins plq,Card_JGO,74135,2,18,Card_JGO_74135
Real Estate,Cole and Sons bpv,Card_JGO,74581,2,21,Card_JGO_74581
Real Estate,"Richard, Larson and Finley ibk",Fee_QAN,73000,3,14,Fee_QAN_73000
Finance,Buck-Bauer eze,POS_ZUC,74775,10,22,POS_ZUC_74775
Healthcare,Andrade-Woodard yns,Card_JGO,74135,2,18,Card_JGO_74135
Finance,Mckinney Group wsk,POS_OEC,74402,8,20,POS_OEC_74402
Dining,Taylor Ltd lmw,Card_JGO,74581,2,21,Card_JGO_74581
Construction,Cole-Marshall kee,ACH_YUU,67035,1,1,ACH_YUU_67035
Energy,Cunningham and Sons qfh,POS_ZTL,67569,9,2,POS_ZTL_67569
Telecom,"Phillips, Henry and Cruz wxk",POS_ZUC,74775,10,22,POS_ZUC_74775
Healthcare,Andrade-Woodard yns,Card_JGO,74135,2,18,Card_JGO_74135
Education,Best-Horton mem,Wire_HJN,73382,12,15,Wire_HJN_73382
Telecom,"Bates, Myers and Richmond gaq",POS_ZTL,73407,9,16,POS_ZTL_73407
Finance,Brown Ltd ccj,Fee_QAN,71290,3,10,Fee_QAN_71290
Finance,"Schneider, Reynolds and Wright ucn",POS_OEC,74005,8,17,POS_OEC_74005
Education,Shaw LLC xii,POS_ZUC,69784,10,5,POS_ZUC_69784
Telecom,Randall-Lee rsi,POS_ZTL,74271,9,19,POS_ZTL_74271
Telecom,Smith Inc svz,Fee_ZUT,66454,6,0,Fee_ZUT_66454
Telecom,Miller-Kaufman pfh,Fee_QKA,75427,4,24,Fee_QKA_75427
Real Estate,Smith PLC csa,Wire_HJN,73382,12,15,Wire_HJN_73382
Education,West-Haas ken,POS_FPA,70003,7,7,POS_FPA_70003
Real Estate,Montgomery-Hughes arw,POS_OEC,74402,8,20,POS_OEC_74402
Education,Figueroa-Mitchell qla,Card_JGO,74135,2,18,Card_JGO_74135
Healthcare,Gamble-Juarez qwu,Fee_QKA,75191,4,23,Fee_QKA_75191
Logistics,Wagner PLC ont,POS_ZUC,74775,10,22,POS_ZUC_74775
Real Estate,Stuart Inc qfi,Wire_HJN,71778,12,11,Wire_HJN_71778
Finance,Mcgee Ltd kph,POS_OEC,73382,8,15,POS_OEC_73382
Finance,"Padilla, Wilson and Mitchell oib",Fee_ZUT,70311,6,9,Fee_ZUT_70311
Construction,Kim-Greer ofr,POS_FPA,70003,7,7,POS_FPA_70003
Healthcare,"Powell, Durham and Johnston jwk",Fee_RDT,72921,5,13,Fee_RDT_72921
Education,"Martin, Nelson and Roth mao",Fee_ZUT,66454,6,0,Fee_ZUT_66454
Telecom,"Williams, Roberts and Scott job",POS_ZTL,74271,9,19,POS_ZTL_74271
Dining,Curry and Sons foe,Fee_ZUT,66454,6,0,Fee_ZUT_66454
Construction,Cox Ltd gqy,POS_ZUC,72783,10,12,POS_ZUC_72783
Energy,Ritter PLC die,Fee_QKA,75427,4,24,Fee_QKA_75427
Construction,Gonzalez and Sons wwu,Wire_HJN,71778,12,11,Wire_HJN_71778
Dining,Harris-Fisher zvn,POS_ZUC,74775,10,22,POS_ZUC_74775
Education,"Caldwell, Austin and Arnold bek",Fee_QKA,75191,4,23,Fee_QKA_75191
Education,Nelson-Richardson fyw,POS_OEC,73382,8,15,POS_OEC_73382
Dining,Mcgrath-Estrada ojj,POS_ZTL,74271,9,19,POS_ZTL_74271
Education,Baker-Cobb dki,Fee_QKA,75427,4,24,Fee_QKA_75427
Finance,Diaz-Castillo dlh,Fee_RDT,72921,5,13,Fee_RDT_72921
Dining,"Barr, Miller and Lloyd ccc",Wire_DPU,67903,11,3,Wire_DPU_67903
Healthcare,Fowler-Quinn bco,Fee_QAN,71290,3,10,Fee_QAN_71290
Education,Smith Group iwo,Fee_QKA,73407,4,16,Fee_QKA_73407
Energy,Mccarthy-Schroeder zua,POS_OEC,74402,8,20,POS_OEC_74402
Logistics,Wyatt PLC gjs,Card_JGO,74135,2,18,Card_JGO_74135
Telecom,Palmer-Smith hmf,ACH_YUU,67035,1,1,ACH_YUU_67035
Education,Elliott-Gonzales nax,Fee_QKA,75191,4,23,Fee_QKA_75191
Dining,"Jenkins, Combs and Hoffman gbe",Fee_QKA,75427,4,24,Fee_QKA_75427
Real Estate,Valdez-Smith dna,Fee_QAN,70240,3,8,Fee_QAN_70240
Telecom,Williamson Inc ggs,Card_JGO,74135,2,18,Card_JGO_74135
Construction,Chapman-Diaz ith,POS_OEC,73382,8,15,POS_OEC_73382
Dining,"Ortiz, Hamilton and Ford ram",Fee_QKA,75191,4,23,Fee_QKA_75191
Education,Fernandez-Nguyen qhj,Fee_ZUT,75987,6,25,Fee_ZUT_75987
Energy,Perry-Dudley zki,POS_OEC,73382,8,15,POS_OEC_73382
Finance,Montoya-Parker lrh,ACH_YUU,67035,1,1,ACH_YUU_67035
Real Estate,Harding-Hernandez bcw,Fee_ZUT,66454,6,0,Fee_ZUT_66454
Healthcare,"Wolfe, Hernandez and Roberts yft",Fee_ZUT,75987,6,25,Fee_ZUT_75987
Telecom,"Beltran, Miller and Frazier mno",POS_ZTL,67569,9,2,POS_ZTL_67569
Real Estate,Hall-Johnston rsy,POS_ZUC,69787,10,6,POS_ZUC_69787
Real Estate,"Mayo, Cole and Robbins hdn",POS_OEC,73382,8,15,POS_OEC_73382
Dining,Rush Group etx,POS_OEC,74402,8,20,POS_OEC_74402
Construction,Richardson-Monroe ybs,Fee_QAN,70240,3,8,Fee_QAN_70240
Telecom,Thomas Inc lwf,ACH_YUU,68064,1,4,ACH_YUU_68064
Logistics,Robinson PLC ixf,POS_ZUC,72783,10,12,POS_ZUC_72783
Energy,"Ashley, Jimenez and Hopkins yun",POS_ZUC,74775,10,22,POS_ZUC_74775
Energy,"Johnston, Shaw and Smith lqi",Wire_HJN,73382,12,15,Wire_HJN_73382
Telecom,"Rose, Estrada and Vincent hnk",Fee_QAN,71290,3,10,Fee_QAN_71290
Dining,Reyes Group pvl,POS_OEC,74005,8,17,POS_OEC_74005
Real Estate,Fleming LLC dsr,ACH_YUU,67035,1,1,ACH_YUU_67035
Construction,"Walker, Hamilton and Nichols vio",Fee_QKA,73407,4,16,Fee_QKA_73407
Logistics,Alvarado-Cox mtk,POS_FPA,72783,7,12,POS_FPA_72783
Healthcare,Casey PLC rrq,Fee_ZUT,70311,6,9,Fee_ZUT_70311
Education,Mata and Sons kue,Card_JGO,74581,2,21,Card_JGO_74581
Education,Shaw LLC xii,POS_ZUC,69784,10,5,POS_ZUC_69784
Education,Reynolds-Warner wjx,Fee_QKA,75427,4,24,Fee_QKA_75427
Real Estate,Becker and Sons wcb,POS_ZUC,69787,10,6,POS_ZUC_69787
Finance,Moyer Ltd lvx,POS_ZUC,69784,10,5,POS_ZUC_69784
Telecom,"Colon, Williams and Miller zdk",POS_ZUC,69787,10,6,POS_ZUC_69787
Education,"Giles, Sexton and Lucas hzx",Wire_HJN,71778,12,11,Wire_HJN_71778
Healthcare,Barrett-Davis wvk,Card_JGO,74135,2,18,Card_JGO_74135
Energy,Hernandez and Sons fkb,Fee_ZUT,75987,6,25,Fee_ZUT_75987
Finance,"Ruiz, Walker and Paul dlp",Fee_QAN,71290,3,10,Fee_QAN_71290
Healthcare,Barrett-Davis wvk,Card_JGO,74135,2,18,Card_JGO_74135
Finance,"Davis, Watkins and Rodriguez kud",ACH_YUU,67035,1,1,ACH_YUU_67035
Construction,Clark and Sons ofi,POS_OEC,73382,8,15,POS_OEC_73382
Education,Hill LLC mpp,POS_ZTL,74271,9,19,POS_ZTL_74271
Education,Williams-Barnes xmu,Fee_ZUT,75987,6,25,Fee_ZUT_75987
Dining,"Fernandez, Pugh and Escobar xcf",ACH_XEY,75996,0,26,ACH_XEY_75996
Energy,Payne-Doyle pwa,POS_ZUC,72783,10,12,POS_ZUC_72783
Logistics,Lewis-Hubbard abb,POS_ZTL,74271,9,19,POS_ZTL_74271
Dining,Duncan-Mckenzie cnv,POS_ZUC,69784,10,5,POS_ZUC_69784
Education,Herring-Perry lpf,Wire_HJN,73382,12,15,Wire_HJN_73382
Logistics,"Drake, Davis and Ward gfe",POS_ZUC,72783,10,12,POS_ZUC_72783
Finance,"Gonzales, Griffin and Lloyd kcm",Fee_QKA,75427,4,24,Fee_QKA_75427
Energy,Jones-Jackson brk,Fee_ZUT,66454,6,0,Fee_ZUT_66454
Real Estate,Becker and Sons wcb,POS_ZUC,69787,10,6,POS_ZUC_69787
Healthcare,"Horn, Lopez and Rodriguez wvy",POS_ZUC,74775,10,22,POS_ZUC_74775
Healthcare,Andrade-Woodard yns,Card_JGO,74135,2,18,Card_JGO_74135
Construction,"Wallace, Lee and Lawson oqe",POS_ZUC,69784,10,5,POS_ZUC_69784
Telecom,"Williams, Roberts and Scott job",POS_ZTL,74271,9,19,POS_ZTL_74271
