merchant_group,merchant_name,cc_type,cc_code,cc_type_id,cc_code_id,stratify_col
Healthcare,Howard-Ortiz zcj,POS_TYB,27805,7,20,POS_TYB_27805
Dining,Dixon PLC yxf,Wire_GZU,28996,10,22,Wire_GZU_28996
Telecom,Turner-Parker rda,POS_SNH,27628,6,19,POS_SNH_27628
Construction,Perez-Mckinney pdj,ACH_CPG,23588,0,5,ACH_CPG_23588
Manufacturing,Jordan-Jones qcs,ACH_CPG,22342,0,3,ACH_CPG_22342
Consulting,Chung-Lin ekf,Transfer_EQV,28867,8,21,Transfer_EQV_28867
Telecom,"Campbell, White and Hart kuq",ACH_CPG,22342,0,3,ACH_CPG_22342
Manufacturing,Christensen Group wqn,Transfer_EQV,23883,8,8,Transfer_EQV_23883
Software,"Cohen, Martinez and Ross dbf",POS_JAR,27257,5,17,POS_JAR_27257
Software,Chambers-Goodman uvj,Transfer_EQV,23883,8,8,Transfer_EQV_23883
Construction,Sherman Group hus,POS_TYB,22489,7,4,POS_TYB_22489
Manufacturing,Johnson-Roy utu,Wire_ZYW,27619,11,18,Wire_ZYW_27619
Telecom,Ryan LLC yvg,POS_SNH,20041,6,0,POS_SNH_20041
Telecom,Ryan LLC yvg,POS_SNH,20041,6,0,POS_SNH_20041
Construction,Jensen PLC epq,ACH_CPG,22342,0,3,ACH_CPG_22342
Telecom,Parker-Woods wam,Transfer_GOO,25110,9,12,Transfer_GOO_25110
Healthcare,"Everett, Gill and Woodward qxd",Wire_GZU,28996,10,22,Wire_GZU_28996
Telecom,Campbell LLC maj,Fee_FPI,24453,4,10,Fee_FPI_24453
Consulting,Woods-Smith odg,POS_TYB,25337,7,13,POS_TYB_25337
Construction,"Martin, Obrien and Vargas lsn",POS_TYB,25337,7,13,POS_TYB_25337
Consulting,"Martinez, Hoover and Park cqe",Auto_NXC,23883,1,8,Auto_NXC_23883
Dining,Brown and Sons vec,Transfer_GOO,25110,9,12,Transfer_GOO_25110
Dining,"Walker, Green and Smith xep",POS_TYB,27805,7,20,POS_TYB_27805
Finance,"Lopez, Silva and Clark rye",Fee_FPI,23814,4,7,Fee_FPI_23814
Travel,Preston Ltd hfh,POS_JAR,27805,5,20,POS_JAR_27805
Telecom,Campbell LLC maj,Fee_FPI,24453,4,10,Fee_FPI_24453
Software,Weber Group fta,Fee_FPI,26002,4,15,Fee_FPI_26002
Telecom,Gross Group jlh,ACH_CPG,23588,0,5,ACH_CPG_23588
Software,Green-Morales gqo,Fee_FPI,26002,4,15,Fee_FPI_26002
Software,"Turner, Martin and Cordova cuq",POS_TYB,27805,7,20,POS_TYB_27805
Education,"Alvarez, Owen and Howard npx",POS_SNH,29182,6,23,POS_SNH_29182
Construction,"Brooks, Fisher and Hale xsh",POS_JAR,25936,5,14,POS_JAR_25936
Manufacturing,Jordan-Jones qcs,ACH_CPG,22342,0,3,ACH_CPG_22342
Manufacturing,Cline LLC sur,POS_TYB,29810,7,24,POS_TYB_29810
Consulting,"Foley, Kennedy and Miller kym",Auto_UNU,20636,2,1,Auto_UNU_20636
Manufacturing,Miller PLC zun,POS_JAR,27257,5,17,POS_JAR_27257
Software,Marks-Robinson jyi,Auto_NXC,24334,1,9,Auto_NXC_24334
Construction,Graham-Morrow ckm,Fee_FPI,26002,4,15,Fee_FPI_26002
Manufacturing,Parker LLC sog,POS_TYB,29810,7,24,POS_TYB_29810
Construction,Benton Ltd beq,POS_SNH,27628,6,19,POS_SNH_27628
Dining,Benitez-Murphy ciq,POS_SNH,23701,6,6,POS_SNH_23701
Education,Brown-Holland uyn,Wire_GZU,23588,10,5,Wire_GZU_23588
Healthcare,Reyes-Browning civ,Auto_NXC,24334,1,9,Auto_NXC_24334
Dining,"Pierce, Howard and Mathews pyj",Fee_FPI,24453,4,10,Fee_FPI_24453
Education,"Woods, Anderson and Washington awq",Fee_FPI,26002,4,15,Fee_FPI_26002
Education,Singh Inc xrw,Transfer_GOO,21070,9,2,Transfer_GOO_21070
Travel,Brewer-Gaines kmi,POS_SNH,27628,6,19,POS_SNH_27628
Travel,Rose-Wilson tpz,Auto_YDJ,26462,3,16,Auto_YDJ_26462
Travel,Ross-Kim hiv,Transfer_GOO,21070,9,2,Transfer_GOO_21070
Travel,Brown and Sons aft,POS_TYB,29810,7,24,POS_TYB_29810
Finance,"Rios, Key and Green ydm",Fee_FPI,24453,4,10,Fee_FPI_24453
Manufacturing,Palmer PLC tcw,Transfer_GOO,21070,9,2,Transfer_GOO_21070
Consulting,"Russell, Santos and Gibson chi",POS_SNH,20041,6,0,POS_SNH_20041
Manufacturing,"Jones, Velazquez and Crawford yyz",Auto_NXC,23883,1,8,Auto_NXC_23883
Telecom,"Stokes, Johnson and Carter tzl",POS_SNH,23701,6,6,POS_SNH_23701
Education,Anderson-Phillips uil,Auto_NXC,24334,1,9,Auto_NXC_24334
Finance,Christensen-Walters old,POS_JAR,25936,5,14,POS_JAR_25936
Consulting,Moore-Austin xqh,Fee_FPI,23814,4,7,Fee_FPI_23814
Manufacturing,Johnson-Choi viw,POS_TYB,22489,7,4,POS_TYB_22489
Finance,Hernandez-Rice axn,Transfer_EQV,23883,8,8,Transfer_EQV_23883
Manufacturing,Mcmahon-Garcia cds,Auto_YDJ,26462,3,16,Auto_YDJ_26462
Telecom,"Lowery, Marsh and Mays nqw",ACH_CPG,22342,0,3,ACH_CPG_22342
Dining,Smith LLC uta,POS_SNH,24334,6,9,POS_SNH_24334
Telecom,"Lowery, Marsh and Mays nqw",ACH_CPG,22342,0,3,ACH_CPG_22342
Healthcare,"Schmidt, Ball and Torres xmr",POS_TYB,27805,7,20,POS_TYB_27805
Consulting,Phillips-Allen ooa,POS_SNH,27628,6,19,POS_SNH_27628
Consulting,"Harvey, Maxwell and Miller udy",POS_JAR,27257,5,17,POS_JAR_27257
Education,Jones PLC ycw,POS_JAR,27257,5,17,POS_JAR_27257
Healthcare,"Reyes, Aguirre and Short xdf",Auto_NXC,24965,1,11,Auto_NXC_24965
Finance,"Olson, Moody and Arnold otv",POS_TYB,22489,7,4,POS_TYB_22489
Construction,Wilson PLC pum,Auto_NXC,23883,1,8,Auto_NXC_23883
Healthcare,"Johnson, Carlson and Adams aac",POS_TYB,27805,7,20,POS_TYB_27805
Dining,Barton-Gonzales qhm,POS_JAR,25936,5,14,POS_JAR_25936
Travel,Rogers-Bennett jcy,POS_TYB,25337,7,13,POS_TYB_25337
Software,Cox PLC mmm,POS_JAR,25936,5,14,POS_JAR_25936
Healthcare,"Williams, Lewis and Patterson jzb",POS_SNH,24334,6,9,POS_SNH_24334
Telecom,Hughes-Townsend dco,Wire_ZYW,27619,11,18,Wire_ZYW_27619
Manufacturing,Murray Inc blf,POS_SNH,20041,6,0,POS_SNH_20041
Software,Burns and Sons ihi,Transfer_GOO,21070,9,2,Transfer_GOO_21070
Dining,"Martin, Black and Lowery vrc",POS_TYB,29810,7,24,POS_TYB_29810
Telecom,Thomas LLC pjl,Fee_FPI,24453,4,10,Fee_FPI_24453
Manufacturing,Jordan-Vaughn ioo,Transfer_GOO,25110,9,12,Transfer_GOO_25110
Telecom,Mcgrath-Brewer jkw,POS_TYB,22489,7,4,POS_TYB_22489
Dining,Williams LLC bca,POS_TYB,27805,7,20,POS_TYB_27805
Dining,Erickson Group uxm,Auto_NXC,24965,1,11,Auto_NXC_24965
Education,Anderson-Phillips uil,Auto_NXC,24334,1,9,Auto_NXC_24334
Travel,Gonzalez-Strickland vtl,POS_TYB,25337,7,13,POS_TYB_25337
Finance,Sandoval Ltd haz,Wire_GZU,28996,10,22,Wire_GZU_28996
Education,Jones PLC ycw,POS_JAR,27257,5,17,POS_JAR_27257
Finance,Kelley-Perry eju,Auto_YDJ,26462,3,16,Auto_YDJ_26462
Consulting,Price Ltd hgp,Wire_GZU,23588,10,5,Wire_GZU_23588
Telecom,Lopez-Christian kom,POS_SNH,23701,6,6,POS_SNH_23701
Dining,"Smith, Frye and Henry upy",Transfer_EQV,28867,8,21,Transfer_EQV_28867
Construction,"Allen, Hunter and Ramsey cpt",POS_TYB,22489,7,4,POS_TYB_22489
Travel,Rogers-Bennett jcy,POS_TYB,25337,7,13,POS_TYB_25337
Consulting,"Foley, Kennedy and Miller kym",Auto_UNU,20636,2,1,Auto_UNU_20636
Finance,Freeman Ltd qxq,Auto_YDJ,22489,3,4,Auto_YDJ_22489
Dining,Lewis Group ube,POS_JAR,25936,5,14,POS_JAR_25936
Healthcare,Patterson-Gardner qfj,Fee_FPI,24453,4,10,Fee_FPI_24453
Healthcare,Rice-Arnold pxh,POS_JAR,27257,5,17,POS_JAR_27257
Construction,"Brooks, Fisher and Hale xsh",POS_JAR,25936,5,14,POS_JAR_25936
Healthcare,"Alexander, Christian and Mcdonald ciy",Auto_NXC,24965,1,11,Auto_NXC_24965
Travel,Bailey Group inb,POS_TYB,27805,7,20,POS_TYB_27805
Software,Dickerson and Sons cpz,Wire_GZU,23588,10,5,Wire_GZU_23588
Construction,Smith Ltd tub,POS_SNH,27628,6,19,POS_SNH_27628
Healthcare,Chang and Sons hol,ACH_CPG,23588,0,5,ACH_CPG_23588
Dining,Brown and Sons vec,Transfer_GOO,25110,9,12,Transfer_GOO_25110
Telecom,Mclaughlin Inc ngi,Auto_NXC,24965,1,11,Auto_NXC_24965
Telecom,Campbell LLC maj,Fee_FPI,24453,4,10,Fee_FPI_24453
Manufacturing,Ortiz-Morris sum,POS_JAR,25936,5,14,POS_JAR_25936
Consulting,"Martinez, Hoover and Park cqe",Auto_NXC,23883,1,8,Auto_NXC_23883
Finance,"Olson, Moody and Arnold otv",POS_TYB,22489,7,4,POS_TYB_22489
Construction,"King, Hoover and Wright gvm",POS_SNH,29182,6,23,POS_SNH_29182
Manufacturing,Davis Ltd gtd,POS_SNH,29182,6,23,POS_SNH_29182
Software,Williams-Roach dhc,Auto_NXC,24965,1,11,Auto_NXC_24965
Construction,Smith Ltd tub,POS_SNH,27628,6,19,POS_SNH_27628
Telecom,Baldwin-Smith kmn,Auto_YDJ,22489,3,4,Auto_YDJ_22489
Finance,Murphy-Gillespie iej,POS_SNH,27628,6,19,POS_SNH_27628
Manufacturing,Christensen Group wqn,Transfer_EQV,23883,8,8,Transfer_EQV_23883
Software,Morris Group mcp,Wire_GZU,28996,10,22,Wire_GZU_28996
Consulting,Irwin-Henderson dyv,Transfer_GOO,21070,9,2,Transfer_GOO_21070
Consulting,"Brown, Harper and Mitchell xht",POS_TYB,25337,7,13,POS_TYB_25337
Travel,Brown and Sons aft,POS_TYB,29810,7,24,POS_TYB_29810
Construction,"Ashley, Burgess and Anderson hye",Auto_NXC,24965,1,11,Auto_NXC_24965
Construction,"Ashley, Burgess and Anderson hye",Auto_NXC,24965,1,11,Auto_NXC_24965
Telecom,Davis Group psh,Wire_ZYW,27619,11,18,Wire_ZYW_27619
Healthcare,"Reed, Stanley and Nelson yfo",Auto_UNU,20636,2,1,Auto_UNU_20636
Telecom,Nelson LLC lww,POS_TYB,27805,7,20,POS_TYB_27805
Dining,"Everett, Kennedy and Wilkerson ctz",Auto_NXC,24965,1,11,Auto_NXC_24965
Healthcare,"Reed, Stanley and Nelson yfo",Auto_UNU,20636,2,1,Auto_UNU_20636
Telecom,Walker LLC ryd,Fee_FPI,23814,4,7,Fee_FPI_23814
Software,Ward-Clark cat,POS_JAR,27805,5,20,POS_JAR_27805
Healthcare,Arroyo-Fisher kgz,ACH_CPG,23588,0,5,ACH_CPG_23588
Software,Weber Group fta,Fee_FPI,26002,4,15,Fee_FPI_26002
Telecom,"Obrien, Daniel and Cole yck",Transfer_EQV,23883,8,8,Transfer_EQV_23883
Manufacturing,Landry-Simpson eer,Wire_GZU,28996,10,22,Wire_GZU_28996
Software,Dickerson and Sons cpz,Wire_GZU,23588,10,5,Wire_GZU_23588
Healthcare,Wilson LLC ztd,Auto_NXC,24334,1,9,Auto_NXC_24334
Travel,Chavez-Stewart yxp,POS_SNH,20041,6,0,POS_SNH_20041
Manufacturing,Ruiz and Sons cva,Transfer_EQV,23883,8,8,Transfer_EQV_23883
Telecom,Norman-Petersen ply,POS_JAR,25936,5,14,POS_JAR_25936
Finance,Mcguire-Acevedo ivr,Wire_GZU,23588,10,5,Wire_GZU_23588
Dining,"Dunn, Collins and Baird fcs",ACH_CPG,22342,0,3,ACH_CPG_22342
Software,"Jones, Orozco and Hernandez srt",Transfer_GOO,21070,9,2,Transfer_GOO_21070
Education,Franco Group tbw,Auto_NXC,24334,1,9,Auto_NXC_24334
Manufacturing,"Fields, Garcia and Turner tvv",Auto_YDJ,22489,3,4,Auto_YDJ_22489
Consulting,Rodriguez Inc kgi,Auto_NXC,24334,1,9,Auto_NXC_24334
Software,George-Wright cwt,POS_TYB,25337,7,13,POS_TYB_25337
Education,"Mccann, Smith and Carter pwl",POS_TYB,29810,7,24,POS_TYB_29810
Education,"Woods, Anderson and Washington awq",Fee_FPI,26002,4,15,Fee_FPI_26002
Dining,"Dunn, Collins and Baird fcs",ACH_CPG,22342,0,3,ACH_CPG_22342
Healthcare,"Everett, Gill and Woodward qxd",Wire_GZU,28996,10,22,Wire_GZU_28996
Travel,"French, Rogers and Williams ixj",Auto_YDJ,26462,3,16,Auto_YDJ_26462
Manufacturing,Johnson Ltd jkh,POS_JAR,27805,5,20,POS_JAR_27805
Software,"Marks, Williams and Morrison twe",Auto_NXC,24965,1,11,Auto_NXC_24965
Construction,"Rodriguez, Williams and Smith nat",Auto_YDJ,22489,3,4,Auto_YDJ_22489
Manufacturing,"Hughes, Gonzalez and Adams knf",Fee_FPI,23814,4,7,Fee_FPI_23814
Dining,Smith LLC uta,POS_SNH,24334,6,9,POS_SNH_24334
Dining,Ruiz Ltd bdf,Transfer_EQV,23883,8,8,Transfer_EQV_23883
Construction,"Jones, Johnson and James jod",Transfer_GOO,21070,9,2,Transfer_GOO_21070
Dining,"Pierce, Howard and Mathews pyj",Fee_FPI,24453,4,10,Fee_FPI_24453
Manufacturing,"Brown, Martin and Lowery vkb",POS_JAR,25936,5,14,POS_JAR_25936
Manufacturing,Cook-Brown cpz,POS_JAR,27805,5,20,POS_JAR_27805
Dining,"Williams, Miller and Jennings ziz",Wire_GZU,23588,10,5,Wire_GZU_23588
Telecom,Thomas-Rodriguez ojb,Auto_NXC,24965,1,11,Auto_NXC_24965
Construction,Ballard-Maddox dxi,POS_TYB,22489,7,4,POS_TYB_22489
Education,Evans-Garcia uot,Auto_NXC,23883,1,8,Auto_NXC_23883
Education,"Prince, Harris and Cook php",POS_TYB,29810,7,24,POS_TYB_29810
Dining,Graham-Bates aeq,POS_SNH,24334,6,9,POS_SNH_24334
Telecom,Ross-Dixon xxg,Wire_GZU,23588,10,5,Wire_GZU_23588
Telecom,Harris and Sons zrd,Auto_YDJ,22489,3,4,Auto_YDJ_22489
Healthcare,Knight Group oum,POS_TYB,29810,7,24,POS_TYB_29810
Travel,Thomas Ltd xvs,POS_TYB,29810,7,24,POS_TYB_29810
Manufacturing,Christensen Group wqn,Transfer_EQV,23883,8,8,Transfer_EQV_23883
Software,"Cohen, Martinez and Ross dbf",POS_JAR,27257,5,17,POS_JAR_27257
Construction,Sherman Group hus,POS_TYB,22489,7,4,POS_TYB_22489
Healthcare,Murray-Jenkins enm,Transfer_EQV,23883,8,8,Transfer_EQV_23883
Finance,Kelley-Perry eju,Auto_YDJ,26462,3,16,Auto_YDJ_26462
Telecom,Baldwin-Smith kmn,Auto_YDJ,22489,3,4,Auto_YDJ_22489
Education,Cabrera Ltd prz,POS_SNH,20041,6,0,POS_SNH_20041
Consulting,"Harvey, Maxwell and Miller udy",POS_JAR,27257,5,17,POS_JAR_27257
Telecom,Hall-Brooks qzy,Wire_ZYW,27619,11,18,Wire_ZYW_27619
Consulting,"Bishop, Crawford and Johnson hfc",Wire_GZU,23588,10,5,Wire_GZU_23588
Manufacturing,Garrett-Lee pte,Wire_GZU,23588,10,5,Wire_GZU_23588
Consulting,Vasquez PLC rjq,POS_TYB,29810,7,24,POS_TYB_29810
Consulting,Tucker-Wang flp,Wire_GZU,28996,10,22,Wire_GZU_28996
Travel,Hale LLC ipo,Wire_ZYW,27619,11,18,Wire_ZYW_27619
Construction,"Kelly, Barker and Hernandez rni",POS_SNH,27628,6,19,POS_SNH_27628
Manufacturing,"Jones, Velazquez and Crawford yyz",Auto_NXC,23883,1,8,Auto_NXC_23883
Software,Ward-Clark cat,POS_JAR,27805,5,20,POS_JAR_27805
Healthcare,"Caldwell, Barron and Simmons ort",POS_SNH,29182,6,23,POS_SNH_29182
Finance,Diaz LLC vpb,POS_SNH,20041,6,0,POS_SNH_20041
Telecom,Thomas LLC pjl,Fee_FPI,24453,4,10,Fee_FPI_24453
Dining,Benitez-Murphy ciq,POS_SNH,23701,6,6,POS_SNH_23701
Consulting,"Kelley, Pham and Benson fza",Auto_NXC,24334,1,9,Auto_NXC_24334
Consulting,Wiggins LLC rhh,Wire_GZU,28996,10,22,Wire_GZU_28996
Telecom,Taylor LLC mpu,Auto_YDJ,22489,3,4,Auto_YDJ_22489
Finance,"Woods, Lynch and Goodman mdv",Auto_NXC,24965,1,11,Auto_NXC_24965
Finance,Greer-Adams hur,Transfer_GOO,25110,9,12,Transfer_GOO_25110
Education,"Mcconnell, Franklin and Long dws",POS_SNH,20041,6,0,POS_SNH_20041
Finance,"Jones, Maldonado and Keith ggu",POS_SNH,27628,6,19,POS_SNH_27628
Education,Perez and Sons tbc,Wire_GZU,23588,10,5,Wire_GZU_23588
Healthcare,Davis PLC tdp,Auto_NXC,23883,1,8,Auto_NXC_23883
Telecom,Mcgrath-Brewer jkw,POS_TYB,22489,7,4,POS_TYB_22489
Software,"Sanchez, Benson and Torres fel",POS_SNH,20041,6,0,POS_SNH_20041
Education,"Hughes, Martin and Garcia jog",Auto_NXC,24965,1,11,Auto_NXC_24965
Finance,"Fletcher, Shelton and Perez iyb",POS_JAR,25936,5,14,POS_JAR_25936
Manufacturing,Burns-Allen fkb,Auto_YDJ,26462,3,16,Auto_YDJ_26462
Healthcare,Chang and Sons hol,ACH_CPG,23588,0,5,ACH_CPG_23588
Finance,"Rios, Key and Green ydm",Fee_FPI,24453,4,10,Fee_FPI_24453
Finance,Malone PLC oji,POS_TYB,25337,7,13,POS_TYB_25337
Travel,"Arnold, Estrada and Webb kfo",Transfer_EQV,23883,8,8,Transfer_EQV_23883
Education,Singh Inc xrw,Transfer_GOO,21070,9,2,Transfer_GOO_21070
Dining,"Smith, Frye and Henry upy",Transfer_EQV,28867,8,21,Transfer_EQV_28867
Travel,Holmes Ltd dde,Wire_ZYW,27619,11,18,Wire_ZYW_27619
Dining,"Peters, Robinson and Mitchell ffg",Wire_GZU,23588,10,5,Wire_GZU_23588
Consulting,Vasquez PLC rjq,POS_TYB,29810,7,24,POS_TYB_29810
Education,Kane PLC bms,POS_TYB,29810,7,24,POS_TYB_29810
Education,Cabrera Ltd prz,POS_SNH,20041,6,0,POS_SNH_20041
Finance,"Lopez, Ortiz and Frederick nnk",POS_SNH,27628,6,19,POS_SNH_27628
Dining,Graham-Bates aeq,POS_SNH,24334,6,9,POS_SNH_24334
Construction,Harris PLC vsp,Transfer_GOO,25110,9,12,Transfer_GOO_25110
Dining,"Peters, Robinson and Mitchell ffg",Wire_GZU,23588,10,5,Wire_GZU_23588
Education,Castro Group uom,POS_TYB,29810,7,24,POS_TYB_29810
Dining,"Dunn, Collins and Baird fcs",ACH_CPG,22342,0,3,ACH_CPG_22342
Education,Palmer Group mlv,POS_JAR,27805,5,20,POS_JAR_27805
Finance,Stone Ltd ucp,Transfer_EQV,28867,8,21,Transfer_EQV_28867
Consulting,Stuart LLC ygi,Transfer_EQV,28867,8,21,Transfer_EQV_28867
Finance,"Irwin, Bryant and Horton efx",POS_TYB,22489,7,4,POS_TYB_22489
Travel,"Spencer, Johnson and Gordon tks",ACH_CPG,23588,0,5,ACH_CPG_23588
Software,Chambers-Goodman uvj,Transfer_EQV,23883,8,8,Transfer_EQV_23883
Consulting,Blankenship Ltd jni,Transfer_GOO,25110,9,12,Transfer_GOO_25110
Construction,"Lee, Rodriguez and Erickson brc",POS_SNH,27628,6,19,POS_SNH_27628
Manufacturing,"Fields, Garcia and Turner tvv",Auto_YDJ,22489,3,4,Auto_YDJ_22489
Education,"Wilson, Beard and Rhodes poh",Fee_FPI,26002,4,15,Fee_FPI_26002
Construction,"Hardin, Harrison and Cannon nwj",Fee_FPI,23814,4,7,Fee_FPI_23814
Construction,"Lee, Rodriguez and Erickson brc",POS_SNH,27628,6,19,POS_SNH_27628
Software,Harvey-Figueroa ppw,POS_TYB,25337,7,13,POS_TYB_25337
Finance,Thompson Inc hkh,POS_SNH,23701,6,6,POS_SNH_23701
Telecom,Turner-Parker rda,POS_SNH,27628,6,19,POS_SNH_27628
Telecom,Jones PLC bwr,ACH_CPG,22342,0,3,ACH_CPG_22342
Travel,Johnson-Spence gnp,POS_SNH,24334,6,9,POS_SNH_24334
Software,Richardson PLC juo,POS_JAR,27805,5,20,POS_JAR_27805
Dining,"Walker, Green and Smith xep",POS_TYB,27805,7,20,POS_TYB_27805
Travel,Peck Ltd tsd,POS_JAR,25936,5,14,POS_JAR_25936
Travel,Hale LLC ipo,Wire_ZYW,27619,11,18,Wire_ZYW_27619
Manufacturing,"Hall, Calderon and Lee gpz",Auto_NXC,23883,1,8,Auto_NXC_23883
Manufacturing,Jordan-Garcia juc,Auto_UNU,20636,2,1,Auto_UNU_20636
Healthcare,Gonzalez-Lee csp,POS_TYB,29810,7,24,POS_TYB_29810
Construction,Strong PLC gkk,ACH_CPG,22342,0,3,ACH_CPG_22342
Telecom,Campbell LLC maj,Fee_FPI,24453,4,10,Fee_FPI_24453
Construction,"Davis, King and Thompson aop",ACH_CPG,23588,0,5,ACH_CPG_23588
Education,"Hughes, Martin and Garcia jog",Auto_NXC,24965,1,11,Auto_NXC_24965
Education,Perez and Sons tbc,Wire_GZU,23588,10,5,Wire_GZU_23588
Healthcare,"Johnson, Thomas and Elliott udp",POS_TYB,25337,7,13,POS_TYB_25337
Consulting,"Kelley, Pham and Benson fza",Auto_NXC,24334,1,9,Auto_NXC_24334
Consulting,Gonzalez LLC otr,ACH_CPG,23588,0,5,ACH_CPG_23588
Manufacturing,Johnson-Choi viw,POS_TYB,22489,7,4,POS_TYB_22489
Travel,Martinez Inc ukf,Auto_UNU,20636,2,1,Auto_UNU_20636
Construction,Dixon-Fernandez ysk,Transfer_EQV,28867,8,21,Transfer_EQV_28867
Education,"Alvarez, Owen and Howard npx",POS_SNH,29182,6,23,POS_SNH_29182
Telecom,"Miller, Anderson and Jenkins fwp",Wire_GZU,23588,10,5,Wire_GZU_23588
Healthcare,"Fowler, Grant and Kirby hgx",Auto_UNU,20636,2,1,Auto_UNU_20636
Dining,Smith-Evans xjq,Transfer_EQV,23883,8,8,Transfer_EQV_23883
Travel,"French, Rogers and Williams ixj",Auto_YDJ,26462,3,16,Auto_YDJ_26462
Finance,"Bolton, Gilbert and Gomez zdu",Auto_NXC,24965,1,11,Auto_NXC_24965
Construction,Patterson Inc kcq,POS_TYB,29810,7,24,POS_TYB_29810
Software,George-Wright cwt,POS_TYB,25337,7,13,POS_TYB_25337
Dining,Jimenez Inc kgg,POS_JAR,27805,5,20,POS_JAR_27805
Construction,"Brown, Brown and Boyle dev",Auto_NXC,24965,1,11,Auto_NXC_24965
Telecom,"Williams, Montes and Santiago fmb",POS_JAR,27805,5,20,POS_JAR_27805
Manufacturing,Miller LLC ofb,POS_TYB,27805,7,20,POS_TYB_27805
Travel,Powell-Smith grw,POS_TYB,29810,7,24,POS_TYB_29810
Construction,"Kelly, Barker and Hernandez rni",POS_SNH,27628,6,19,POS_SNH_27628
Healthcare,Wilson LLC ztd,Auto_NXC,24334,1,9,Auto_NXC_24334
Construction,Diaz-Lawson pkf,POS_SNH,27628,6,19,POS_SNH_27628
Healthcare,"Johnson, Carlson and Adams aac",POS_TYB,27805,7,20,POS_TYB_27805
Consulting,"Webb, Castillo and Daniels zxa",POS_SNH,29182,6,23,POS_SNH_29182
Finance,Mcguire-Acevedo ivr,Wire_GZU,23588,10,5,Wire_GZU_23588
Manufacturing,"Harris, Diaz and Aguirre rrj",Transfer_GOO,25110,9,12,Transfer_GOO_25110
Manufacturing,"Jones, Velazquez and Crawford yyz",Auto_NXC,23883,1,8,Auto_NXC_23883
Finance,Garcia PLC chl,Transfer_EQV,28867,8,21,Transfer_EQV_28867
Finance,Hall Ltd fip,POS_JAR,27257,5,17,POS_JAR_27257
Healthcare,Morales-Jackson cke,POS_SNH,23701,6,6,POS_SNH_23701
Education,"Hughes, Martin and Garcia jog",Auto_NXC,24965,1,11,Auto_NXC_24965
Finance,Gray-Dunn zbj,Fee_FPI,24453,4,10,Fee_FPI_24453
Healthcare,Rice-Arnold pxh,POS_JAR,27257,5,17,POS_JAR_27257
Healthcare,"Reyes, Aguirre and Short xdf",Auto_NXC,24965,1,11,Auto_NXC_24965
Education,"Wheeler, Cox and Murphy vdw",Transfer_GOO,25110,9,12,Transfer_GOO_25110
Education,Combs-Aguirre ktv,Auto_YDJ,26462,3,16,Auto_YDJ_26462
Dining,Erickson Group uxm,Auto_NXC,24965,1,11,Auto_NXC_24965
Education,Ray PLC trz,Wire_GZU,23588,10,5,Wire_GZU_23588
Manufacturing,Jordan-Vaughn ioo,Transfer_GOO,25110,9,12,Transfer_GOO_25110
Healthcare,Martinez PLC bwz,Fee_FPI,24453,4,10,Fee_FPI_24453
Dining,Wilkinson-Garrett zzp,Fee_FPI,24453,4,10,Fee_FPI_24453
Travel,Brown and Sons aft,POS_TYB,29810,7,24,POS_TYB_29810
Manufacturing,"Hughes, Gonzalez and Adams knf",Fee_FPI,23814,4,7,Fee_FPI_23814
Education,"Hughes, Martin and Garcia jog",Auto_NXC,24965,1,11,Auto_NXC_24965
Travel,Rose-Wilson tpz,Auto_YDJ,26462,3,16,Auto_YDJ_26462
Education,Castro Group uom,POS_TYB,29810,7,24,POS_TYB_29810
Telecom,Turner-Parker rda,POS_SNH,27628,6,19,POS_SNH_27628
Manufacturing,"Hughes, Gonzalez and Adams knf",Fee_FPI,23814,4,7,Fee_FPI_23814
Finance,"Fletcher, Shelton and Perez iyb",POS_JAR,25936,5,14,POS_JAR_25936
Dining,"Washington, Davenport and Watkins gfk",Wire_GZU,28996,10,22,Wire_GZU_28996
Software,Chambers-Goodman uvj,Transfer_EQV,23883,8,8,Transfer_EQV_23883
Telecom,"Stokes, Johnson and Carter tzl",POS_SNH,23701,6,6,POS_SNH_23701
Telecom,Ryan LLC yvg,POS_SNH,20041,6,0,POS_SNH_20041
Travel,Rose-Wilson tpz,Auto_YDJ,26462,3,16,Auto_YDJ_26462
Healthcare,Knight Group oum,POS_TYB,29810,7,24,POS_TYB_29810
Construction,Knight-Palmer nta,POS_JAR,25936,5,14,POS_JAR_25936
Healthcare,"Everett, Gill and Woodward qxd",Wire_GZU,28996,10,22,Wire_GZU_28996
Healthcare,"Everett, Gill and Woodward qxd",Wire_GZU,28996,10,22,Wire_GZU_28996
Education,Richmond Ltd imj,POS_JAR,27805,5,20,POS_JAR_27805
Education,Lowe Ltd saj,Auto_UNU,20636,2,1,Auto_UNU_20636
Manufacturing,Murray Inc blf,POS_SNH,20041,6,0,POS_SNH_20041
Manufacturing,"Jones, Velazquez and Crawford yyz",Auto_NXC,23883,1,8,Auto_NXC_23883
Consulting,"Taylor, Williams and Bowman bel",POS_TYB,27805,7,20,POS_TYB_27805
Finance,Myers PLC jbp,POS_SNH,24334,6,9,POS_SNH_24334
Manufacturing,Johnson-Roy utu,Wire_ZYW,27619,11,18,Wire_ZYW_27619
Telecom,"Wright, Harris and Harrell sca",POS_SNH,20041,6,0,POS_SNH_20041
